Ranking,Name,Result_min,Announced,Points,Penalties,Date,Place,Country
2806,alexandr VINOGRADOV ,5:45,9,69,0,28/03/2015,Russian Championship,Russian Federation
2807,Andre GRABS ,5:45,210,69,0,25/04/2015,1st Freedive LÃƒÂ¶rrach Static Cup 2015,Germany
2808,Beci RYAN ,5:45,180,69,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,United Kingdom
2809,Nikita LOZOVOY ,5:45,150,69,0,23/03/2013,Moscow open cup 2013,Russian Federation
2810,Michal WIDELSKI ,5:45,35,69,0,12/12/2014,International Silesian Freediving Cup,Poland
2811,Julian VAN HEERDEN ,5:45,240,69,0,9/02/2012,Andaman 2012 Freediving Competition,South Africa
2812,Andre GRABS ,5:44,210,68.8,0,21/02/2016,Tyrolean Apnea Cup 2016,Germany
2813,Paula HIETANEN ,5:44,245,68.8,0,27/06/2016,Pool World Championships 2016,Finland
2814,Kristina Iseeva ,5:44,301,68.8,0,27/06/2016,Pool World Championships 2016,Russian Federation
2815,Philip Fennell ,5:44,180,66.8,0,27/06/2016,Pool World Championships 2016,United Kingdom
2816,Manolis GIANKOS ,5:44,0,69,0,1/01/2000,Compiled rankings for year 2000,Greece
2817,Mandy-Rae CRUICKSHANK ,5:44,300,69,0,3/08/2007,CAFA National Freediving Championships,Canada
2818,Johanna NORDBLAD ,5:44,180,69,0,28/05/2005,CIPA Open of Nice,Finland
2819,Daniel EXNER ,5:44,0,69,0,31/10/2002,AIDA Pacific Cup 2002,Czech Republic
2820,Petr VALA ,5:44,270,69,0,20/11/2004,SÃ_dstadt Austrian Indoor Competition II,Czech Republic
2821,BalÃ¡zs HORVÃÅTH ,5:44,240,69,0,4/07/2007,AIDA Pool World Championships with Finals,Hungary
2822,Anders Nerpin ,5:44,249,69,0,20/10/2012,TRIPLE DEPTH 2012,Sweden
2823,Miha PRIBOSIC ,5:44,0,69,0,17/05/2006,MCR Czech AIDA Championship 2006,Slovenia
2824,Lars STRANDRIDDER ,5:44,330,69,0,21/02/2009,11th Berlin Master Cup 2009,Denmark
2825,Timothy MONEY ,5:44,247,69,0,11/05/2008,The Great Camberwell Breath Hold,United Kingdom
2826,Kiliann COSTA ,5:44,60,69,0,15/03/2009,6Ã‚Â° Indoor de La Ciotat,France
2827,Miroslav SEVCIK ,5:44,1,69,0,24/05/2013,Mistrovstvi Ceske Republiky v nadechovem potapeni 2013,Czech Republic
2828,Lucie PLACKOVA ,5:44,240,69,0,13/11/2010,Zlin Apnea Cup 2010,Czech Republic
2829,Cedric GENIN ,5:44,240,69,0,15/03/2009,6Ã‚Â° Indoor de La Ciotat,France
2830,Miodrag FILIPOVIC ,5:44,1,69,0,7/04/2013,OxygenFree Pool Competition 2013,Serbia
2831,Ninna KOFOD ,5:44,10,69,0,20/11/2010,Danish Freediving Championship 2010,Denmark
2832,Chris CRAWSHAW ,5:44,60,69,0,31/05/2014,Manchester Classic,United Kingdom
2833,Jose Luis GUIMARAES ,5:44,210,69,0,9/09/2012,World Championship 2012,Portugal
2834,Gabina GREZLOVA ,5:44,150,69,0,19/10/2013,Zlin Cup 2013,Czech Republic
2835,Matti TUULENSUU ,5:44,1,69,0,7/03/2015,Cetus Mini Comp 2015,Finland
2836,Marc-Andre TRATCH ,5:44,180,69,0,6/08/2011,Canadian Freediving National Competition 2011,Canada
2837,Nick MEVOLI ,5:44,210,69,0,7/06/2013,Brno MiniComp 013,United States
2838,Robert TASIC ,5:44,182,69,0,1/11/2014,Hydro Dynamic,Slovenia
2839,Romain KASSEL ,5:44,330,69,0,10/05/2015,Coupe AIDA France indoor OCEANIDE - Montpellier 2015,France
2840,Alexandr DJABURIYA ,5:44,70,69,0,18/05/2013,Ukraine Championship 2013,Ukraine
2841,Marina KAZANKOVA ,5:44,300,69,0,12/07/2014,Pool mini comps,Russian Federation
2842,Michie KOKUSYO ,5:44,195,69,0,11/04/2015,Freediving Indoor Cup 2015 in Tateyama,Japan
2843,Ralph STAUDIGL ,5:44,180,69,0,1/11/2014,Hydro Dynamic,Austria
2844,Marco PICCIONI ,5:44,300,69,0,21/03/2015,"The Great Northern International pool competition, incorporating the BFA Pool Championships",Italy
2845,Tetsuya INABA ,5:44,0,69,0,31/10/2002,AIDA Pacific Cup 2002,Japan
2846,Agharimi MAHDI ,5:44,210,69,0,29/05/2012,AIDA CYPRUS POOL GAMES 2012,International
2847,Andre GRABS ,5:44,210,69,0,21/02/2016,4th Tyrolean Apnea Cup,Germany
2848,Martin MÃ_hlbauer ,5:44,300,69,0,5/06/2011,1. Austrian Apnoe Charity Event 2011,Austria
2849,Tokuo NAGAKIYO ,5:43,240,68.6,0,9/04/2016,Freedivng indoor cup 2016 in Tateyama STA day,Japan
2850,Heinz KIRSCHNER ,5:43,0,68.6,0,23/04/2016,Burgebracher Kelch 2016,Germany
2851,Marc VERSTAPPEN ,5:43,285,68.6,0,1/10/2016,Rhein Main Cup 2016,Belgium
2852,Yiorgos Mitropoulos ,5:43,255,68.6,0,28/05/2011,5th Thessaloniki Indoor Apnea Games,Greece
2853,Jens BERGER ,5:43,300,69,0,14/11/2009,12th German Night of Apnea 2009,Germany
2854,Mario MERAZZI ,5:43,0,69,0,1/01/2000,Compiled rankings for year 2000,Switzerland
2855,Joanna MASSACAND ,5:43,280,69,0,11/06/2005,Swiss Indoor Championship 2005,Switzerland
2856,Pierre FROLLA ,5:43,0,69,0,31/10/2002,AIDA Pacific Cup 2002,Monaco
2857,Michael BUSSE ,5:43,0,69,0,1/01/2000,Compiled rankings for year 2000,Germany
2858,Mandy-Rae CRUICKSHANK ,5:43,300,69,0,9/12/2006,5th AIDA Freediving Team World Championship,Canada
2859,Nanja VAN DEN BROEK ,5:43,211,69,0,23/05/2008,Immersion - Lutra static contest,Netherlands
2860,Martin STEPANEK ,5:43,360,65,3,29/05/2003,Sony Freediver Open Classic 2003,Czech Republic
2861,Andy GÃœLDNER ,5:43,240,69,0,15/11/2003,6th German Night of Apnea 2003,Germany
2862,Ioannis GIANNOPULOI ,5:43,30,69,0,9/04/2006,Third Pancyprian Open Competition,Greece
2863,Robert CETLER ,5:43,270,69,0,30/10/2004,Rhein Main Cup 2004,Poland
2864,Robert CETLER ,5:43,1,69,0,29/10/2011,RMC Rhein Main Cup,Poland
2865,Peter OLS ,5:43,300,69,0,19/02/2005,One Breath Indoor Apnea Challenge 2005,Sweden
2866,Igor LIBERTI ,5:43,301,69,0,4/05/2014,Pool Swiss Championship  2014,Switzerland
2867,Johan THELAUS ,5:43,363,64,5,27/03/2010,Viking Pool Challenge,Sweden
2868,Markus WURM ,5:43,271,69,0,26/10/2013,Hydro Dynamic 2013 powered by SUUNTO,Austria
2869,Laurent NIEUWBORG ,5:43,250,69,0,25/10/2009,Belgium Cup 2009 - round of Liege,Belgium
2870,Kevin BUSSCHER ,5:43,300,69,0,25/02/2005,CAFA Western Regional Competition I,United States
2871,Misuzu HIRAI ,5:43,240,69,0,24/05/2008,Freediving Indoor Cup 2008 in Tateyama,Japan
2872,Lidija LIJIC ,5:43,270,69,0,7/10/2011,World Championship AIDA 2011 Indoor Event,Croatia
2873,Liv PHILIP ,5:43,1,69,0,20/11/2010,Hostapneiaden,United Kingdom
2874,Martin ZAJAC ,5:43,180,69,0,30/05/2015,MCR Prague 2015,Slovakia
2875,Robert HORVÃÅTH ,5:43,0,69,0,5/02/2010,MAN IV - Hungarian Apnea Day 2010,Hungary
2876,Tatsuma KITAHARA ,5:43,300,69,0,23/05/2009,Indoor Cup Tateyama 2009,Japan
2877,Sergio Martinez ALVAREZ ,5:43,60,69,0,5/05/2012,Swiss Championship 2012 Pool,Germany
2878,Jahaziel BECERRA ,5:43,150,69,0,20/06/2008,AIDA Mexico Xibalba 2008,Mexico
2879,Pierre-Yves BONNET ,5:43,270,69,0,25/04/2010,7A Indoor de La Ciotat,France
2880,Matthias WOLFF ,5:43,213,69,0,18/02/2010,12th Berlin Masters Cup 2010,Germany
2881,Dan BETTS ,5:43,1,69,0,21/06/2013,Individual AIDA pool World Championships,United Kingdom
2882,Max LINDQVIST ,5:43,60,69,0,23/03/2012,Swedish championship in pool apnea,Sweden
2883,Rodolfo ROBATTI ,5:43,300,69,0,30/06/2012,Brno Freediving Minicomp,Switzerland
2884,Matej BERGOC ,5:43,1,69,0,22/03/2014,Great Northern 2014. International.,Slovenia
2885,Yoshiaki SUZUKI ,5:43,284,69,0,24/03/2013,True North Static Challenge vol.4,Japan
2886,Morten ROSENVOLD VILLARDSEN ,5:43,301,69,0,23/03/2012,Swedish championship in pool apnea,Denmark
2887,Thomas POPP ,5:43,1,69,0,21/06/2013,Individual AIDA pool World Championships,Austria
2888,Ireneusz WOJACZEK ,5:43,180,69,0,18/06/2014,7th Mediterranean Cup Static and CWT Challenge,Poland
2889,Pascal REBOUL ,5:43,345,68,1,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,France
2890,Vladimir RADOVANOVIC ,5:43,230,69,0,10/04/2015,Romanian Freddiving Championship - Pool Open 2015,Serbia
2891,Gavin EARLE ,5:43,300,68,0,29/05/2003,Sony Freediver Open Classic 2003,South Africa
2892,Antonio DEL DUCA ,5:42,30,68.4,0,19/05/2016,Olmeca Open 2016,Venezuela
2893,Johannes HUMMEL ,5:42,300,68.4,0,1/10/2016,Rhein Main Cup 2016,Germany
2894,Aleksander RYSZKA ,5:42,44,68.4,0,27/05/2016,The XIII Polish Feediving Pool Championships,Poland
2895,Amr Ayouni ,5:42,326,68.4,0,4/06/2016,12 Ã¨me Coupe d'apnÃ©e de MontrÃ©al,Canada
2896,Mikael ASP ,5:42,300,68,0,19/08/2006,Nordic Deep 2006,Sweden
2897,Pierre FROLLA ,5:42,0,68,0,1/01/2000,Compiled rankings for year 2000,Monaco
2898,Michel BLANC ,5:42,0,68,0,1/01/2000,Compiled rankings for year 2000,France
2899,Andy GÃœLDNER ,5:42,240,68,0,9/12/2006,5th AIDA Freediving Team World Championship,Germany
2900,Ulrich WULFF ,5:42,300,68,0,13/06/2009,Aarhus Triple Challenge 2009,Germany
2901,Kars VAN KOUWEN ,5:42,242,68,0,21/10/2007,AIDA Belgium 2nd Round of Belgium Cup 2007,Netherlands
2902,Guillaume NÃ‰RY ,5:42,0,68,0,31/10/2002,AIDA Pacific Cup 2002,France
2903,Sergey BAYUKOV ,5:42,210,68,0,27/03/2010,Moscow Static Contest,Russian Federation
2904,Juliano BATSCHAUER ,5:42,245,68,0,27/03/2004,2nd National Apnea Indoor AIDA Brasil / Lira Tenis Clube,Brazil
2905,BalÃ¡zs HORVÃÅTH ,5:42,270,68,0,26/06/2004,Czech National Freediving Championship 2004,Hungary
2906,Peter WURSCHY ,5:42,60,42,0,7/03/2009,FEB Cup 2009,Netherlands
2907,Kevin BUSSCHER ,5:42,300,68,0,9/10/2004,CAFA Western Regional Competition,United States
2908,Natalia AVSEENKO ,5:42,242,68,0,3/09/2008,AIDA Team World Championships 2008,Russian Federation
2909,Mark DE VRIES ,5:42,210,68,0,15/05/2005,Pool Freedive Competition Dortdive 2005,Netherlands
2910,Karla FABRIO ,5:42,290,68,0,4/07/2007,AIDA Pool World Championships with Finals,Croatia
2911,Shigeki MORIYA ,5:42,120,68,0,25/04/2015,2015 True North Freediving Indoorcup in Tatsumi3 with team,Japan
2912,Timothy MONEY ,5:42,210,68,0,9/09/2012,World Championship 2012,United Kingdom
2913,Hanako HIROSE ,5:42,180,68,0,23/05/2009,Indoor Cup Tateyama 2009,Japan
2914,Richard WONKA ,5:42,240,68,0,3/09/2008,AIDA Team World Championships 2008,Germany
2915,Piotr DEBSKI ,5:42,180,68,0,15/11/2014,Long Night of Apnea 2014,Poland
2916,Ron SMITH ,5:42,121,68,0,22/04/2010,Freedive Paradise 2010,United States
2917,Gabina GREZLOVA ,5:42,150,68,0,7/06/2013,Brno MiniComp 013,Czech Republic
2918,vanja PELES ,5:42,186,68,0,16/11/2012,8th Submania Apnea Cup,Croatia
2919,NICOLAS RODRIGEZ ,5:42,150,68,0,18/03/2012,Coupe Aida France - 9 iÃƒÂ¨me Indoor de La Ciotat,France
2920,Stefan ANDJUS ,5:42,285,68,0,18/02/2012,6th Serbian Open Freediving Championship - Belgrade 2012,Serbia
2921,Igor AZHIKIN ,5:42,330,68,0,23/06/2012,Aqualibrium Static Evening,Russian Federation
2922,Thomas REINER ,5:42,240,68,0,24/06/2012,FREEDIVE DAHAB June minicomp,Germany
2923,Alexandros KOUKOS ,5:42,312,68,0,10/05/2015,AIDA Hellas POOL Championship 2015,Greece
2924,denis SHAMCHENKO ,5:42,270,68,0,12/04/2014,Russian championship,Russian Federation
2925,Giorgos KAKOULLIS ,5:42,360,64,4,21/04/2013,AIDA Cyprus Pool Games 2013,Cyprus
2926,Giorgos KAKOULLIS ,5:42,360,64,4,21/04/2013,AIDA Cyprus Pool Games 2013,Cyprus
2927,Greg  STEIN ,5:42,240,68,0,13/02/2014,Blue Immersion Static Challenge,United States
2928,Albert TUDELA ,5:42,240,68,0,10/05/2014,Open Apnea Barcelona,Spain
2929,Shuichi  Goto ,5:42,300,68,0,27/04/2014,Freediving Indoor Cup 2014 in Shimoda,Japan
2930,Robert TASIC ,5:41,35,0,0,26/11/2016,MiniComp Brno 2016,Slovenia
2931,Emilie VERNIER ,5:41,289,68.2,0,16/09/2016,Team World Championship,France
2932,Johanna NORDBLAD ,5:41,60,68.2,0,27/06/2016,Pool World Championships 2016,Finland
2933,Jacek POLAK ,5:41,1,0,1,27/05/2016,The XIII Polish Feediving Pool Championships,Poland
2934,Magdalena Solich ,5:41,15,68.2,0,26/11/2016,MiniComp Brno 2016,Poland
2935,Elissavet Skeparnia ,5:41,270,68.2,0,27/06/2016,Pool World Championships 2016,Greece
2936,Mikael ASP ,5:41,0,68,0,23/02/2002,4th Berlin Master Cup,Sweden
2937,Mikael ASP ,5:41,270,68,0,21/02/2004,6th Berlin Masters Cup 2004,Sweden
2938,Peter COLAT ,5:41,270,68,0,30/10/2004,Rhein Main Cup 2004,Switzerland
2939,Ulrich WULFF ,5:41,300,68,0,21/02/2004,6th Berlin Masters Cup 2004,Germany
2940,Ulrich WULFF ,5:41,240,68,0,19/09/2014,AIDA Team World Championships 2014,Germany
2941,Karla MENDEZ ,5:41,10,68,0,5/10/2013,Deja Blue IV,Venezuela
2942,Patrick SCHNORF ,5:41,301,68,0,4/06/2006,Triple Depth 2006,Switzerland
2943,Nikola STORGA ,5:41,301,68,0,3/03/2006,Mad Cup 2006,Croatia
2944,Misuzu HIRAI ,5:41,286,68,0,19/05/2012,Freediving Indoor Cup 2012 in Tateyama -day of static-,Japan
2945,Domagoj JAKOVAC ,5:41,284,68,0,21/02/2009,Serbian Open Freediving Championship 2009,Croatia
2946,Liv PHILIP ,5:41,237,68,0,9/02/2013,Riga Freediving Cup 2013,United Kingdom
2947,Liv PHILIP ,5:41,237,68,0,9/02/2013,Riga Freediving Cup 2013,United Kingdom
2948,Eva JOHNSEN ,5:41,1,68,0,23/02/2008,10th Berlin Masters Cup / 3rd German Indoor Championship,Denmark
2949,Christophe BRUEL ,5:41,300,68,0,16/11/2012,Europe Evolution Cup 2012,France
2950,Robert KING ,5:41,1,68,0,3/09/2008,AIDA Team World Championships 2008,United States
2951,Igor MIGUNOV ,5:41,150,68,0,13/02/2010,Riga Freediving Cup 2010,Russian Federation
2952,Marko ARSENIJEVIC ,5:41,240,68,0,3/09/2008,AIDA Team World Championships 2008,Serbia
2953,Tomo VRDOLJAK ,5:41,300,68,0,6/03/2010,Mad Cup 2010,Croatia
2954,Mattias FREDRIKSSON ,5:41,300,68,0,15/05/2010,Swedish National Cup 2010,Sweden
2955,Albine MIGARD ,5:41,195,68,0,7/10/2011,World Championship AIDA 2011 Indoor Event,France
2956,Albine MIGARD ,5:41,210,68,0,18/03/2012,Coupe Aida France - 9 iÃƒÂ¨me Indoor de La Ciotat,France
2957,Julian FLADERER ,5:41,300,68,0,20/03/2011,2nd Polish Pool Freediving Championship 2011,Germany
2958,Doris Hovermann ,5:41,10,68,0,1/11/2014,Hydro Dynamic,Germany
2959,Corinne DELOMENEDE ,5:41,0,0,0,12/05/1998,WR Attempt - DELOMENEDE Corinne (STA),France
2960,Maki KANNO ,5:41,241,68,0,24/02/2013,TrueNorthÃ£â‚¬â‚¬Static ChallengeÃ£â‚¬â‚¬Ã¢â€_Â¢,Japan
2961,Bernadette SCHILDORFER ,5:41,180,68,0,6/05/2012,Divestyle Charity Event,Austria
2962,Adam DE LA MARE ,5:41,60,68,0,23/03/2013,o2Hero Static competition,United Kingdom
2963,Sergio  MARTINEZ ALVAREZ  ,5:41,1,68,0,30/11/2014,Open Freediving LiÃƒÂ¨ge,Germany
2964,Shinya OI ,5:41,180,68,0,21/03/2015,2015 True North Freediving Indoor Cup in Tatsumi,Japan
2965,Axel KRAEMER ,5:41,300,68,0,26/10/2013,Hydro Dynamic 2013 powered by SUUNTO,Germany
2966,Ossi PELTOLA ,5:41,254,68,0,26/03/2015,Freediving Finnish Open 2015,Finland
2967,Finn KORSGAARD ,5:41,60,68,0,28/03/2014,Danish National Pool Championship,Denmark
2968,Peter CAVALLIUS HYLTÃƒÂ©N ,5:41,180,68,0,11/03/2015,Gothenburg Static,Sweden
2969,Shuichi  Goto ,5:41,240,68,0,24/03/2013,True North Static Challenge vol.4,Japan
2970,Aleksandr KUPTSOV ,5:40,310,68,0,26/08/2016,Moscow Summer Apnea Evening,Russian Federation
2971,Alena Konecna ,5:40,1,68,0,29/10/2016,Hydro Dynamic 2016 by SALVIMAR,Czech Republic
2972,Alena Konecna ,5:40,1,68,0,29/10/2016,Austria Hydro Dynamic 2016,Czech Republic
2973,Yiorgos Mitropoulos ,5:40,210,68,0,12/05/2016,APNEA INVITATION,Greece
2974,Mikael ASP ,5:40,300,68,0,24/02/2007,9th Berlin Masters Cup,Sweden
2975,Lars Mou ANDERSEN ,5:40,0,68,0,2/03/2002,Hvidovre Freedivers Club - club championship 2002,Denmark
2976,Peter PEDERSEN ,5:40,0,68,0,23/11/2002,1st Copenhagen Open,Denmark
2977,Philippe PRIEUR ,5:40,0,68,0,9/03/2002,5th AIDA France Cup 2002,France
2978,Kars VAN KOUWEN ,5:40,310,68,0,23/05/2008,Immersion - Lutra static contest,Netherlands
2979,Rik RÃ–SKEN ,5:40,275,68,0,5/06/2011,Open Freediving Antwerp Belgium,Netherlands
2980,Johan THELAUS ,5:40,390,58,10,13/08/2009,Nordic Deep 2009,Sweden
2981,Markus WURM ,5:40,271,68,0,21/02/2004,6th Berlin Masters Cup 2004,Austria
2982,Frank CAILLET ,5:40,225,68,0,23/06/2007,Coupe des Calanques 2007,France
2983,Laurent NIEUWBORG ,5:40,270,68,0,28/03/2010,Belgium Cup 2010 - round of Namur,Belgium
2984,Antero JOKI ,5:40,270,68,0,5/03/2005,Kirkkonummi Open,Finland
2985,Marko DORDEVIC ,5:40,1,67,1,17/02/2007,AIDA Serbia Freediving Championship,Serbia
2986,Liv PHILIP ,5:40,60,68,0,11/03/2012,"Great Northern 2012, UK National Pool championships, STA / DYN",United Kingdom
2987,Elisabeth Sveen KRISTOFFERSEN ,5:40,240,68,0,3/03/2007,Mad Cup 2007,Norway
2988,Marc TAHIR ,5:40,60,68,0,1/07/2006,Coupe des Calanques 2006,France
2989,Wesley LAPP ,5:40,60,68,0,5/10/2013,Deja Blue IV,United States
2990,Branko PETROVIC ,5:40,300,68,0,1/09/2007,Bela Crkva Cup,Serbia
2991,Anna VON BOETTICHER ,5:40,1,68,0,21/08/2009,5th AIDA Individual Pool World Championship 2009,Germany
2992,Eric GERRITSMA ,5:40,60,68,0,2/10/2010,Rhein-Main Cup 2010,Netherlands
2993,Mario ROTT ,5:40,250,68,0,19/02/2010,Serbian Open Freediving Championship 2010,Austria
2994,Birgit CAPODIFERRO ,5:40,210,68,0,8/02/2008,Swiss Indoor Championship 2008,Austria
2995,Morten K. VILLADSEN ,5:40,60,68,0,18/05/2012,Aarhus Triple Challenge/Danish Championship pool 2012 Men,Denmark
2996,Rune Hallum SORENSEN ,5:40,197,68,0,21/02/2009,11th Berlin Master Cup 2009,Denmark
2997,Samo JERANKO ,5:40,270,68,0,14/11/2009,5th Submania Apnea Cup 2009,Slovenia
2998,Bartek JANISZEWSKI ,5:40,240,68,0,31/05/2008,V Basenowy Puchar Polski  2008,Poland
2999,Walter JOHNSON ,5:40,330,68,0,23/03/2013,MDC Pool Master Apnea Challenge,United States
3000,Ludovic THENOT ,5:40,270,68,0,15/03/2009,6Ã‚Â° Indoor de La Ciotat,France
3001,Ken KIRIYAMA ,5:40,1,67,1,22/03/2014,Great Northern 2014. International.,Denmark
3002,Gregoire FOLLY ,5:40,30,68,0,5/05/2012,Swiss Championship 2012 Pool,Switzerland
3003,Andrej ROPRET ,5:40,1,68,0,8/04/2012,2th Naissub Freediving Cup,Slovenia
3004,Torsten WERNER ,5:40,300,68,0,7/12/2014,Stuttgarter Apnoe Meisterschaft 2014,Germany
3005,Willi HOFFMANN ,5:40,180,68,0,14/02/2015,German Pool Championship 2015,Germany
3006,Claudia LUKASCHEK-ROLLERO ,5:40,1,68,0,29/10/2011,RMC Rhein Main Cup,Switzerland
3007,Michal REVAJ ,5:40,1,68,0,19/10/2013,Zlin Cup 2013,Czech Republic
3008,Ralf MORGENROTH ,5:40,300,68,0,4/10/2014,Rhein Main Cup 2014,Germany
3009,Sergio  MARTINEZ ALVAREZ  ,5:40,1,68,0,16/03/2014,Open FreedivN Zottegem,Germany
3010,Roman KOSTAL ,5:40,150,68,0,21/03/2015,"The Great Northern International pool competition, incorporating the BFA Pool Championships",Czech Republic
3011,Markus HOPPE ,5:40,240,68,0,4/10/2014,Rhein Main Cup 2014,Germany
3012,Adrian SANDU ,5:40,60,68,0,5/04/2014,AIDA Romania Pool Open,Romania
3013,Pavel CHERNOBAY ,5:40,180,68,0,29/04/2016,Friday Static Minicomp Kyiv,Ukraine
3014,Tomas Jonsson ,5:40,120,68,0,17/11/2012,Long Night of Apnea 2012 Berlin,Sweden
3015,Andrea BANDIELLO ,5:39,210,68,0,27/04/2012,MCR Czech AIDA Championship 2012,Italy
3016,Riccardo MAZZI ,5:39,0,68,0,1/01/1999,Compiled rankings for year 1999,Italy
3017,Bill STRÃ–MBERG ,5:39,315,68,0,6/05/2004,4Ã¨me Manche Coupe d AIDA France 2004,Sweden
3018,Peter Smed JENSEN ,5:39,0,68,0,23/11/2002,1st Copenhagen Open,Denmark
3019,Weine GUSTAVSSON ,5:39,300,68,0,9/06/2006,Aarhus Triple Challenge I,Sweden
3020,Sergey BAYUKOV ,5:39,240,68,0,19/04/2009,Freediving Moscow Cup 2009,Russian Federation
3021,Natalia MOLCHANOVA ,5:39,300,68,0,26/04/2003,2003 Russian National Competition,Russian Federation
3022,Alexey MOLCHANOV ,5:39,330,68,0,4/07/2007,AIDA Pool World Championships with Finals,Russian Federation
3023,BalÃ¡zs HORVÃÅTH ,5:39,270,68,0,14/10/2006,III. Hungarian Apnea Day,Hungary
3024,Radoslaw GACA ,5:39,1,68,0,31/05/2008,V Basenowy Puchar Polski  2008,Poland
3025,Sam STILL ,5:39,3,68,0,28/03/2010,The Great Northern 2010,United Kingdom
3026,Jure DAIC ,5:39,269,68,0,3/03/2006,Mad Cup 2006,Slovenia
3027,Hans-Oluf JOHANSSON ,5:39,270,68,0,19/08/2006,Nordic Deep 2006,Sweden
3028,Hans-Oluf JOHANSSON ,5:39,300,68,0,20/08/2008,Nordic Deep 2008,Sweden
3029,Patrick POGGI ,5:39,240,68,0,1/07/2006,Coupe des Calanques 2006,France
3030,Daan VERHOEVEN ,5:39,200,68,0,20/08/2008,Nordic Deep 2008,Netherlands
3031,Igor MIGUNOV ,5:39,30,68,0,15/11/2008,11th German Night of Apnea 2008,Russian Federation
3032,Konstantin NOVIKOV ,5:39,10,68,0,24/04/2010,Freediving Moscow Cup 2010,Russian Federation
3033,Annabel EDWARDS ,5:39,0,68,0,1/01/2001,Compiled rankings for year 2001,United States
3034,Tomohiro NOGUCHI ,5:39,285,68,0,28/06/2008,Okinawa Freediving Cup 2008,Japan
3035,Pavel SKRIVANEK ,5:39,210,68,0,29/05/2010,MCR Czech AIDA Championship 2010,Czech Republic
3036,Markus HELM ,5:39,150,68,0,2/05/2015,Hydro Dynamic,Austria
3037,Dan BETTS ,5:39,1,68,0,21/03/2015,"The Great Northern International pool competition, incorporating the BFA Pool Championships",United Kingdom
3038,Stephane TOURREAU ,5:39,150,68,0,25/04/2010,7A Indoor de La Ciotat,France
3039,Johannes HUMMEL ,5:39,300,68,0,5/11/2015,Tauchcenter Minicomp,Germany
3040,Vendula STRACHOTOVA ,5:39,180,68,0,7/06/2013,Brno MiniComp 013,Czech Republic
3041,Robert TASIC ,5:39,10,68,0,7/04/2013,OxygenFree Pool Competition 2013,Slovenia
3042,Agnieszka KALSKA ,5:39,55,68,0,14/11/2015,Long Night of Apnea 2015,Poland
3043,Pawel LABAJ ,5:39,225,68,0,4/04/2014,XI Basenowe Mistrzostwa Polski we Freedivingu,Poland
3044,Ossi PELTOLA ,5:39,153,68,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Finland
3045,Tomohisa MIKAMI ,5:39,210,68,0,21/03/2015,2015 True North Freediving Indoor Cup in Tatsumi,Japan
3046,Aleksej JUSCENKO ,5:39,180,68,0,21/08/2009,5th AIDA Individual Pool World Championship 2009,International
3047,Miroslav SEVCIK ,5:38,239,67.6,0,16/09/2016,Team World Championship,Czech Republic
3048,Christos PAPADOPOULOS ,5:38,85,67.6,0,16/09/2016,Team World Championship,Greece
3049,IRIANSYA HENDRA ,5:38,90,67.6,0,8/10/2016,ID: Apnea Competition 2016,Indonesia
3050,Tadas JURGAITIS ,5:38,131,67.6,0,19/03/2016,Riga Cozy Comp 2016,International
3051,Agnieszka KALSKA ,5:38,273,67.6,0,2/04/2016,Freediving Finnish Open 2016,Poland
3052,Marcus THOMPSON ,5:38,300,67,0,11/06/2016,Dive Wellington Beuchat New Zealand Wellington Winter Champs 2016,New Zealand
3053,Timothy Oehmigen ,5:38,272,67.6,0,16/09/2016,Team World Championship,Germany
3054,Cornelius Friesendorf ,5:38,152,67.6,0,6/02/2016,Riga Freediving Cup 2016,Germany
3055,Jens BERGER ,5:38,185,68,0,27/04/2012,MCR Czech AIDA Championship 2012,Germany
3056,Bernard HUGUES ,5:38,0,68,0,1/01/1999,Compiled rankings for year 1999,France
3057,Francois ROCHE ,5:38,0,68,0,1/01/1999,Compiled rankings for year 1999,France
3058,Yoshiro KONNO ,5:38,299,68,0,3/07/2005,3rd Japanese Freediving Championship 2005,Japan
3059,Davide CARRERA ,5:38,60,68,0,3/09/2008,AIDA Team World Championships 2008,Italy
3060,Sebastian SCHULTZ ,5:38,0,68,0,3/08/2002,US Freediving Team Trials,United States
3061,Peter PEDERSEN ,5:38,300,68,0,21/02/2004,6th Berlin Masters Cup 2004,Denmark
3062,Lotta ERICSON ,5:38,315,68,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Sweden
3063,Wolfgang DAFERT ,5:38,300,68,0,14/02/2004,SÃ_dstadt Austrian Indoor Competition,Austria
3064,Morgan BOURCHIS ,5:38,240,68,0,8/02/2004,1Ã¨re Manche Coupe d AIDA France 2004,France
3065,Bartosz MORAWIEC ,5:38,290,68,0,29/10/2005,Rhein Main Cup 2005,Poland
3066,Liv PHILIP ,5:38,15,68,0,25/08/2014,2014 AIDA EuroCup,United Kingdom
3067,Linda PAGANELLI ,5:38,30,68,0,5/11/2005,Triple Depth - Freedive Dahab,Italy
3068,Igor MIGUNOV ,5:38,240,68,0,3/10/2009,Rhein-Main Cup 2009,Russian Federation
